aggregated	self	category	text
99.80%	0.00%	1	bf	to to fool people
99.80%	0.00%	1	ba	my golly
99.80%	0.00%	1	ba	uh well that 's good
99.81%	0.00%	1	ba	oh lucky you
99.81%	0.00%	1	b^m	grammar
99.81%	0.00%	1	ba	and of course that makes sense
99.81%	0.00%	1	b^m	with computers
99.81%	0.00%	1	ba	i 'm i 'm sure
99.82%	0.00%	1	ba	i ca n't mumblex
99.82%	0.00%	1	b	pardon me
99.82%	0.00%	1	b	for doing nothing
99.82%	0.00%	1	bh	and you ca n't communicate while you 're doing that right
99.83%	0.00%	1	ba	oh my word lynn
99.83%	0.00%	1	b^m	one child
99.83%	0.00%	1	bf	you 're down there on you know twentieth and eighteenth and
99.83%	0.00%	1	ba	that 's pretty nice
99.83%	0.00%	1	bf	oh another west texan
99.84%	0.00%	1	ba	oh that 's pretty good size
99.84%	0.00%	1	bf	oh they just painted over varnished wood
99.84%	0.00%	1	bk	o- okay
99.84%	0.00%	1	b	you know like yeah
99.84%	0.00%	1	ba	oh oh that sounds wonderful
99.85%	0.00%	1	bf	so they have n't been to public schools at all
99.85%	0.00%	1	bf	so that was really worth it painting his own house
99.85%	0.00%	1	b^m	gumbo
99.85%	0.00%	1	bf	they only put part of it
99.85%	0.00%	1	b^m	visit
99.86%	0.00%	1	bf	well that sounds like you all really have a a great system worked out there
99.86%	0.00%	1	ba	oh and it 's so nice
99.86%	0.00%	1	ba	oh oh that 's good
99.86%	0.00%	1	ba	well that 's that 's good to know how
99.87%	0.00%	1	ba	so that is pretty close
99.87%	0.00%	1	b^m	too hot
99.87%	0.00%	1	b^m	twenty thousand
99.87%	0.00%	1	ba	i mean gee whiz
99.87%	0.00%	1	ba	that 's that 's really something
99.88%	0.00%	1	ba	well you 're very fortunate
99.88%	0.00%	1	bh	oh does it
99.88%	0.00%	1	bf	hundred car is going sixty-two
99.88%	0.00%	1	br	you have five
99.88%	0.00%	1	bk	well okay uh
99.89%	0.00%	1	bf	oh bad for him huh
99.89%	0.00%	1	b^m	housekeeper uh-huh
99.89%	0.00%	1	b	oh the potato
99.89%	0.00%	1	bh	brisket
99.89%	0.00%	1	b	okay mumblex
99.90%	0.00%	1	bh	oh is there
99.90%	0.00%	1	bf	and they would not have the quality
99.90%	0.00%	1	ba	well that 's that 's that that 's very true
99.90%	0.00%	1	ba	it sounds nice uh
99.91%	0.00%	1	b	she went
99.91%	0.00%	1	ba	sure is
99.91%	0.00%	1	bf	there 's less character development rather just the the the funniness of the gag
99.91%	0.00%	1	br	what now what 's ten percent we can deduct
99.91%	0.00%	1	ba	i think that that 's probably true
99.92%	0.00%	1	bf	especially not a federal prison
99.92%	0.00%	1	ba	i mean give me a break
99.92%	0.00%	1	bf	so they 're saying that government officials would tend to be power seekers
99.92%	0.00%	1	bf	and that is it 's million of people with anywhere from thousands to tens of thousands i guess of
99.92%	0.00%	1	bf	way up north here huh
99.93%	0.00%	1	bf	our own hemisphere
99.93%	0.00%	1	bf	only work initially
99.93%	0.00%	1	bf	that keeps you plenty of exercise mumblex
99.93%	0.00%	1	bf	that we do n't get fixed
99.93%	0.00%	1	b	and cheap
99.94%	0.00%	1	b^m	oh haiti
99.94%	0.00%	1	ba	oh god oh
99.94%	0.00%	1	b^m	thirty-one
99.94%	0.00%	1	ba	huh gosh
99.95%	0.00%	1	ba	that would be really nice
99.95%	0.00%	1	ba	oh that 's super
99.95%	0.00%	1	ba	oh how exiting
99.95%	0.00%	1	ba	now there 's an idea
99.95%	0.00%	1	ba	well that 's fascinating
99.96%	0.00%	1	b^m	off and on
99.96%	0.00%	1	bf	oh like four h then
99.96%	0.00%	1	bk	oh garland texas
99.96%	0.00%	1	ba	well gee
99.96%	0.00%	1	b	boy
99.97%	0.00%	1	br	they call them flags
99.97%	0.00%	1	ba	well good for him
99.97%	0.00%	1	ba	well that 's fact
99.97%	0.00%	1	b	oprah
99.97%	0.00%	1	bd	that 's the way it is
99.98%	0.00%	1	ba	and you enjoyed it better probably
99.98%	0.00%	1	ba	that was that was it was it was good
99.98%	0.00%	1	b	my mom she just loves to fish
99.98%	0.00%	1	ba	oh that would be good
99.99%	0.00%	1	ba	but that 's unusual
99.99%	0.00%	1	ba	so it 's been real exciting
99.99%	0.00%	1	bf	because you
99.99%	0.00%	1	bh	boy that 's scary is n't it
99.99%	0.00%	1	br	the never ending story
100.00%	0.00%	1	bf	oh the state does n't require it
100.00%	0.00%	1	ba	that that 's a tough situation
100.00%	0.00%	1	ba	that 's much funner than doing any kind of job
